playlist_id,track_ids
7,4492 20443 17154 4052 14765 15779 10300 5924 15908 5042
25,4202 699 1900 800 7077 19134 5620 10839 16869 3788
29,8001 2159 15341 3903 15886 12075 1944 18361 5186 8138
34,6285 14751 19540 6951 1850 6581 20306 13820 15386 20076
50,20287 15354 20037 19166 12963 17429 6897 15954 6621 13763
52,9441 8456 14827 8838 17247 11425 19173 1434 1935 16293
60,4111 4916 18904 3445 559 8173 18669 14867 10201 17192
64,10089 15038 5604 4014 12765 9717 14869 12507 6005 8437
77,1461 7478 13542 15498 17129 1698 19590 20242 5947 13424
80,14683 18026 16391 10203 9670 15335 3919 12226 7323 19205
106,15474 1591 6103 17984 20263 20295 11275 12499 10567 14008
138,19825 18856 5882 18824 11451 15322 6137 5149 17663 5651
143,20172 8491 868 4401 10251 7506 14277 14732 1149 14826
149,4364 19783 13980 15570 5978 12182 10496 14758 11896 4569
169,7157 19858 18615 4710 14213 11268 2253 6901 18254 13043
180,6433 17515 1111 6971 2117 14453 436 20571 6220 17034
210,19305 16583 14904 394 2006 18743 387 5751 8112 16486
231,15931 6695 1687 508 4865 17200 1149 2897 10481 8640
241,5359 1641 4058 4026 18421 920 14178 10706 7545 15090
244,15209 17096 13237 360 16760 13782 3190 14395 15578 18728
256,1060 3600 19462 18404 8356 14907 6606 16878 1365 4615
258,11366 4364 14395 14591 6253 360 15209 15578 6556 1746
265,8155 16009 11200 14180 5664 16331 13032 15769 11243 14066
268,3855 5817 4743 14149 3750 56 18249 559 11759 10975
271,14306 19466 8033 6788 8342 394 19075 5023 16100 19305
272,12712 6672 15988 15098 18425 2551 3961 17869 8731 1181
275,11107 17239 10264 13237 14591 360 2674 6253 9705 14052
277,7224 10481 16673 8640 6971 14659 1023 20163 11715 7545
290,14907 10957 11715 10481 18404 13406 2886 4513 507 4148
310,8749 6557 12164 20443 16451 9963 13259 7811 16973 9676
326,17034 20169 9941 10636 12639 18074 1069 16820 3811 8304
365,8437 12765 14659 20461 16433 20135 13129 7989 8540 1588
392,6933 17786 2272 11070 13959 18493 15710 18440 13139 15713
407,10659 5818 7550 17404 2719 2920 281 5527 9528 11192
413,10691 15090 18399 2164 15781 37 12739 20135 1714 19382
422,8640 13297 3256 2489 4089 4433 1180 9864 14012 508
432,16930 520 3944 6577 8950 8498 13972 17359 14213 18763
455,13276 4072 11016 2807 5527 395 4201 13573 8781 14718
470,5606 7506 12510 2997 648 868 14826 20172 17652 1149
492,8749 19662 15360 20242 15471 12311 1063 19783 8169 961
495,9508 18743 11074 17200 17820 8749 9963 5679 14154 14668
497,17157 11896 13034 20134 550 19536 2117 19628 4069 14583
505,1898 9229 3855 18040 14149 7197 14790 10975 14289 559
509,5606 16820 8767 2437 7506 1196 9941 14826 8953 12510
514,17972 2740 17096 1494 9061 15670 5928 14591 8481 1260
529,20172 7506 1111 8491 13785 16494 11369 8145 11943 868
532,797 4710 19858 2417 6062 12490 3471 6489 5147 18615
537,20145 20373 2672 3875 12879 19956 1730 5658 6246 12908
545,16465 18285 6925 1830 20371 4526 6367 18547 7436 5674
564,11882 13310 13876 11930 2359 6223 15432 1513 15722 7624
567,4072 10316 2719 4201 12225 2631 10561 15974 7844 18751
580,20172 10848 648 4949 411 5606 1149 10251 7506 4401
582,17634 14597 15498 5679 8358 4909 358 11496 394 20150
592,16708 8709 9257 19340 18275 1060 2508 15050 14430 17586
611,12426 19991 1290 16433 2980 9778 4417 17984 9913 7085
615,10081 913 1039 11016 10870 1014 16336 4201 9242 2807
619,6577 11715 3565 18303 10201 13129 2166 13243 9784 11740
622,6093 11283 624 9982 9307 18876 16225 11414 6985 11148
625,19858 7157 1012 2253 14213 18615 18254 11635 5971 1374
631,11938 19494 16274 5987 17301 2160 6530 1385 16482 5228
633,6892 13980 14591 18728 14758 3245 3190 14395 5089 15578
636,12173 9670 6 17764 2212 3832 15633 10694 845 9678
642,1534 9710 17918 3073 9291 11474 4444 19555 15209 13006
646,3403 5846 1144 14994 18899 10636 15495 1085 2317 13439
676,573 18649 9712 10250 3885 9624 5576 778 541 11739
683,4720 699 7153 1020 16486 14178 5534 5524 3491 2006
686,18289 11654 2212 3212 9961 14679 4255 19654 18026 19292
704,3830 411 2497 14826 14008 16502 2579 10251 15771 11369
709,17663 10834 9834 19154 1992 14147 9246 12897 18856 3471
714,11756 7193 20359 5099 9957 15942 368 19929 15347 4653
719,10222 2680 12919 4926 5054 10910 149 7435 11870 19060
721,573 7619 9624 2037 11032 13101 12880 17538 6253 18389
724,17550 3410 19486 16080 20213 10992 10367 15386 5746 5003
731,4013 20169 12721 19838 7153 1020 19589 15781 11357 16866
735,10496 6253 18728 11366 11896 4364 17096 17631 360 18381
737,4089 508 2989 10481 7081 15038 3256 519 9886 12765
740,2508 9003 4800 7544 5750 17200 12623 56 6408 16521
744,15775 15090 3001 16303 19991 11636 5564 14178 5463 15750
746,3860 9253 658 2236 5655 5474 19462 1322 14022 17563
774,8160 12633 8377 11196 10684 1724 11661 18617 8360 13535
788,15474 6103 20197 11226 4600 6214 411 15259 4060 18096
818,8640 6433 8437 519 6823 20163 10089 7224 13154 9120
859,6776 8045 7544 4800 1253 6408 12623 5750 18995 8709
914,19254 18729 1085 16994 1149 5463 394 14178 1953 4058
924,11196 5089 10567 10684 18096 4106 11661 18266 6494 8118
925,2551 20232 17663 12712 6672 663 13875 10834 17414 7558
926,19431 18168 425 3189 15771 14008 4514 8866 7163 16994
927,7363 1979 16930 20007 6577 20497 6492 11599 9314 8950
949,18096 19662 2873 8956 12436 4106 12990 3347 15578 11638
957,4079 17971 17052 7914 2783 4268 15288 6309 5470 5184
961,3961 9473 8047 9504 10206 17663 19969 11510 15185 12008
988,8356 5186 15886 8218 8001 4347 2159 4615 17200 15341
994,7539 9175 20262 14774 13384 1329 2638 17138 16288 18983
1016,4347 1944 4549 10269 8356 371 6006 3698 8985 7260
1021,17383 12804 4443 5700 15392 1246 2915 2863 19135 8129
1027,6509 5965 7344 10916 17744 13711 2693 8413 10511 11368
1046,4720 12599 3097 1020 19008 5633 3011 10438 5739 1231
1057,9963 7100 19834 2090 17530 12802 11417 14091 9007 19770
1065,8426 18956 8145 12499 10838 16502 18287 19376 8048 12466
1066,3622 7904 2897 6466 11573 7499 7076 2853 9681 7039
1087,1111 10591 13029 16994 2627 37 6353 12639 4910 9974
1092,19770 9579 14904 14306 9804 18743 19466 2665 19305 19834
1099,12510 15900 10591 2151 10848 14322 1149 10269 9337 17516
1103,3698 3001 4301 1489 8627 11947 4359 6239 16579 4954
1108,15312 12173 9060 9670 17764 3413 18289 3832 12295 2212
1115,3424 817 7989 4301 9984 16579 12715 14360 16756 5968
1120,6113 7133 1813 18051 7174 17357 13105 953 10019 16491
1126,14826 868 14309 20172 10496 2006 6103 8491 7506 4401
1129,4201 10316 7550 19024 17404 6915 10659 14832 18377 11016
1147,6197 2392 8297 13238 15543 12173 11654 14784 15312 10257
1163,7544 6868 12931 8709 8466 9257 14430 18599 7517 18404
1169,11882 12666 14022 14471 20193 11930 13406 14907 18361 17586
1174,15752 11174 6423 9465 1428 17312 12360 17080 12830 19952
1238,8018 19317 3431 5074 15373 1111 14367 8145 2970 4910
1254,8018 80 2780 17568 7009 2437 1195 11070 6933 1719
1274,13542 2674 13139 8749 2497 5606 3885 17786 19398 11107
1285,3876 4346 8849 1588 5193 8540 12668 13624 10346 16905
1302,1357 18763 17166 14827 15092 8838 17247 9007 1710 7931
1316,19733 3893 20415 5482 5661 16944 6078 15458 4675 7070
1319,10698 3473 9477 5018 3534 17026 12170 14697 7100 19583
1341,18446 5359 5890 5911 12822 13865 6620 5665 20443 4052
1346,7516 11251 18830 4347 8725 770 8356 17042 14949 9571
1350,3242 20232 1271 9246 13052 12395 12744 5355 268 3486
1353,16612 573 18389 7092 6556 778 9309 17538 5903 13980
1363,15771 14904 20548 1372 3996 10848 4944 11227 19950 15775
1371,16673 19339 1944 5925 4301 16303 13803 3477 3698 18668
1379,6569 2085 16128 16477 17709 9083 18352 4281 1933 18316
1383,9051 1056 19773 3700 5273 456 17699 13787 4496 15664
1390,4865 14668 9508 18361 17720 15781 16457 8169 4743 8138
1398,13906 8996 6695 4952 13041 8164 10038 2520 7760 8466
1404,5023 5612 19770 387 15036 14306 6068 5906 17903 4745
1415,16630 12414 16199 1681 104 13561 2811 2084 13418 7065
1417,11227 18244 17748 12472 5700 14017 9216 10446 6313 820
1454,16583 12762 3453 10466 20461 15837 2858 10691 9804 20135
